text,label
Thanks for your order! Thanks for shopping with Nike. Your order total was $42.68. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Your account has been limited Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order is on the way Thanks for shopping with Home Depot. Your order total was $208.16. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Check-in now open for your upcoming trip to Austin Check-in is now open for your upcoming trip with Enterprise Rent-A-Car. Choose your seat and get your boarding pass in the app. Have a great trip to Austin! Manage your reservation online anytime.,0
Your reservation is confirmed Check-in is now open for your upcoming trip with Southwest. Choose your seat and get your boarding pass in the app. Have a great trip to Austin! Manage your reservation online anytime.,0
Your daily digest: technology Good morning. Here are today's top stories in technology. Read the full stories on our site. You are receiving this email because you subscribed to the The Hustle newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Check-in now open for your upcoming trip to Seattle Check-in is now open for your upcoming trip with Hertz. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
Your boarding pass is ready Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
"Reactivate your account now Dear customer, we detected unusual activity on your Social Security Administration account. To avoid suspension, please verify your identity immediately: http://ssa-benefits-update.click/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your package could not be delivered Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Startups - top stories today Good morning. Here are today's top stories in startups. Read the full stories on our site. You are receiving this email because you subscribed to the Product Hunt newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your daily digest: markets Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Verizon account. To avoid suspension, please verify your identity immediately: http://verizon-account-suspended.top/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Security alert: new device signed in Dear customer, we detected unusual activity on your Chase account. To avoid suspension, please verify your identity immediately: http://chase-secure-login.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your package could not be delivered Dear customer, we detected unusual activity on your Verizon account. To avoid suspension, please verify your identity immediately: http://verizon-account-suspended.top/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Boston Check-in is now open for your upcoming trip with American Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Boston! Manage your reservation online anytime.,0
"Your package could not be delivered Dear customer, we detected unusual activity on your Bank of America account. To avoid suspension, please verify your identity immediately: http://bofa-alert-verify.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Verify your identity to continue Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
Science - top stories today Good morning. Here are today's top stories in science. Read the full stories on our site. You are receiving this email because you subscribed to the Product Hunt newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Check-in now open for your upcoming trip to Miami Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Miami! Manage your reservation online anytime.,0
Your boarding pass is ready Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Instacart account. To avoid suspension, please verify your identity immediately: http://instacart-refund-center.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
5 things to know about climate today Good morning. Here are today's top stories in climate. Read the full stories on our site. You are receiving this email because you subscribed to the Ars Technica newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your account has been limited Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Security alert: new device signed in Dear customer, we detected unusual activity on your Facebook account. To avoid suspension, please verify your identity immediately: http://facebook-account-review.net/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Phoenix Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Phoenix! Manage your reservation online anytime.,0
Check-in now open for your upcoming trip to Miami Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Miami! Manage your reservation online anytime.,0
Your boarding pass is ready Check-in is now open for your upcoming trip with Airbnb. Choose your seat and get your boarding pass in the app. Have a great trip to Phoenix! Manage your reservation online anytime.,0
"Your account has been limited Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Thanks for your order! Thanks for shopping with Walgreens. Your order total was $15.23. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your reservation is confirmed Check-in is now open for your upcoming trip with Airbnb. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Comcast Xfinity account. To avoid suspension, please verify your identity immediately: http://xfinity-billing-alert.net/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your receipt from Sephora Thanks for shopping with Sephora. Your order total was $209.96. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Unusual login attempt detected Dear customer, we detected unusual activity on your Social Security Administration account. To avoid suspension, please verify your identity immediately: http://ssa-benefits-update.click/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your reservation is confirmed Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
Your order has shipped Thanks for shopping with Best Buy. Your order total was $40.32. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your reservation is confirmed Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Phoenix! Manage your reservation online anytime.,0
"Your package could not be delivered Dear customer, we detected unusual activity on your Social Security Administration account. To avoid suspension, please verify your identity immediately: http://ssa-benefits-update.click/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with CVS. Your order total was $100.69. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Thanks for your order! Thanks for shopping with Best Buy. Your order total was $135.84. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your boarding pass is ready Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
Your receipt from IKEA Thanks for shopping with IKEA. Your order total was $231.13. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Reactivate your account now Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
World News - top stories today Good morning. Here are today's top stories in world news. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Coinbase account. To avoid suspension, please verify your identity immediately: http://coinbase-wallet-verify.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with Nike. Your order total was $137.58. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Coinbase account. To avoid suspension, please verify your identity immediately: http://coinbase-wallet-verify.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with Home Depot. Your order total was $8.77. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Verify your identity to continue Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order is on the way Thanks for shopping with Nike. Your order total was $134.65. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Your payment method needs updating Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Markets - top stories today Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the The Atlantic newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Steam account. To avoid suspension, please verify your identity immediately: http://steam-community-gift.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your payment method needs updating Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in technology Good morning. Here are today's top stories in technology. Read the full stories on our site. You are receiving this email because you subscribed to the Stratechery newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Business - top stories today Good morning. Here are today's top stories in business. Read the full stories on our site. You are receiving this email because you subscribed to the Ars Technica newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
5 things to know about markets today Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the The Information newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your itinerary for Boston Check-in is now open for your upcoming trip with American Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Boston! Manage your reservation online anytime.,0
Your reservation is confirmed Check-in is now open for your upcoming trip with Hertz. Choose your seat and get your boarding pass in the app. Have a great trip to Chicago! Manage your reservation online anytime.,0
Startups - top stories today Good morning. Here are today's top stories in startups. Read the full stories on our site. You are receiving this email because you subscribed to the TechCrunch newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your order has shipped Thanks for shopping with Home Depot. Your order total was $152.24. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your boarding pass is ready Check-in is now open for your upcoming trip with Enterprise Rent-A-Car. Choose your seat and get your boarding pass in the app. Have a great trip to Austin! Manage your reservation online anytime.,0
Your daily digest: climate Good morning. Here are today's top stories in climate. Read the full stories on our site. You are receiving this email because you subscribed to the The Hustle newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your payment method needs updating Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Thanks for your order! Thanks for shopping with Best Buy. Your order total was $79.41. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your boarding pass is ready Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Miami! Manage your reservation online anytime.,0
"Your package could not be delivered Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your daily digest: climate Good morning. Here are today's top stories in climate. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Reactivate your account now Dear customer, we detected unusual activity on your Steam account. To avoid suspension, please verify your identity immediately: http://steam-community-gift.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"We could not verify your information Dear customer, we detected unusual activity on your Steam account. To avoid suspension, please verify your identity immediately: http://steam-community-gift.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your reservation is confirmed Check-in is now open for your upcoming trip with Expedia. Choose your seat and get your boarding pass in the app. Have a great trip to Portland! Manage your reservation online anytime.,0
"Unusual login attempt detected Dear customer, we detected unusual activity on your Chase account. To avoid suspension, please verify your identity immediately: http://chase-secure-login.com/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your daily digest: markets Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Security alert: new device signed in Dear customer, we detected unusual activity on your Steam account. To avoid suspension, please verify your identity immediately: http://steam-community-gift.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your receipt from Wayfair Thanks for shopping with Wayfair. Your order total was $98.37. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Science - top stories today Good morning. Here are today's top stories in science. Read the full stories on our site. You are receiving this email because you subscribed to the The Wall Street Journal newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your payment method needs updating Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Reactivate your account now Dear customer, we detected unusual activity on your Comcast Xfinity account. To avoid suspension, please verify your identity immediately: http://xfinity-billing-alert.net/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
Thanks for your order! Thanks for shopping with Costco. Your order total was $177.21. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your order has shipped Thanks for shopping with Costco. Your order total was $125.10. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Instacart account. To avoid suspension, please verify your identity immediately: http://instacart-refund-center.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Reactivate your account now Dear customer, we detected unusual activity on your Comcast Xfinity account. To avoid suspension, please verify your identity immediately: http://xfinity-billing-alert.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your package could not be delivered Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Check-in now open for your upcoming trip to Miami Check-in is now open for your upcoming trip with JetBlue. Choose your seat and get your boarding pass in the app. Have a great trip to Miami! Manage your reservation online anytime.,0
Thanks for your order! Thanks for shopping with Costco. Your order total was $27.60. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Comcast Xfinity account. To avoid suspension, please verify your identity immediately: http://xfinity-billing-alert.net/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with Costco. Your order total was $90.73. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your daily digest: markets Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the Morning Brew newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your payment method needs updating Dear customer, we detected unusual activity on your Facebook account. To avoid suspension, please verify your identity immediately: http://facebook-account-review.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
5 things to know about climate today Good morning. Here are today's top stories in climate. Read the full stories on our site. You are receiving this email because you subscribed to the Ars Technica newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
This week in AI Good morning. Here are today's top stories in AI. Read the full stories on our site. You are receiving this email because you subscribed to the Morning Brew newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your receipt from Costco Thanks for shopping with Costco. Your order total was $15.99. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your boarding pass is ready Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Portland! Manage your reservation online anytime.,0
"Your account has been limited Dear customer, we detected unusual activity on your Chase account. To avoid suspension, please verify your identity immediately: http://chase-secure-login.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in world news Good morning. Here are today's top stories in world news. Read the full stories on our site. You are receiving this email because you subscribed to the Product Hunt newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your daily digest: science Good morning. Here are today's top stories in science. Read the full stories on our site. You are receiving this email because you subscribed to the The Hustle newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your account has been limited Dear customer, we detected unusual activity on your Instacart account. To avoid suspension, please verify your identity immediately: http://instacart-refund-center.com/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your reservation is confirmed Check-in is now open for your upcoming trip with Southwest. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with Nike. Your order total was $204.16. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Your reservation is confirmed Check-in is now open for your upcoming trip with JetBlue. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
Your reservation is confirmed Check-in is now open for your upcoming trip with Airbnb. Choose your seat and get your boarding pass in the app. Have a great trip to Austin! Manage your reservation online anytime.,0
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Comcast Xfinity account. To avoid suspension, please verify your identity immediately: http://xfinity-billing-alert.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Verify your identity to continue Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
5 things to know about technology today Good morning. Here are today's top stories in technology. Read the full stories on our site. You are receiving this email because you subscribed to the Stratechery newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Facebook account. To avoid suspension, please verify your identity immediately: http://facebook-account-review.net/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Boston Check-in is now open for your upcoming trip with Enterprise Rent-A-Car. Choose your seat and get your boarding pass in the app. Have a great trip to Boston! Manage your reservation online anytime.,0
"We could not verify your information Dear customer, we detected unusual activity on your Instagram account. To avoid suspension, please verify your identity immediately: http://instagram-security-team.com/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
5 things to know about technology today Good morning. Here are today's top stories in technology. Read the full stories on our site. You are receiving this email because you subscribed to the The Information newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
World News - top stories today Good morning. Here are today's top stories in world news. Read the full stories on our site. You are receiving this email because you subscribed to the Stratechery newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Confirm your recent transaction Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Confirm your recent transaction Dear customer, we detected unusual activity on your Bank of America account. To avoid suspension, please verify your identity immediately: http://bofa-alert-verify.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your account has been limited Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Verify your identity to continue Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your daily digest: AI Good morning. Here are today's top stories in AI. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your package could not be delivered Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Denver Check-in is now open for your upcoming trip with Hilton. Choose your seat and get your boarding pass in the app. Have a great trip to Denver! Manage your reservation online anytime.,0
"Unusual login attempt detected Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
5 things to know about markets today Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the The Wall Street Journal newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your package could not be delivered Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your subscription will be cancelled Dear customer, we detected unusual activity on your American Express account. To avoid suspension, please verify your identity immediately: http://amex-account-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Unusual login attempt detected Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Check-in now open for your upcoming trip to Portland Check-in is now open for your upcoming trip with United Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Portland! Manage your reservation online anytime.,0
"Reactivate your account now Dear customer, we detected unusual activity on your FedEx account. To avoid suspension, please verify your identity immediately: http://fedex-redelivery-fee.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in climate Good morning. Here are today's top stories in climate. Read the full stories on our site. You are receiving this email because you subscribed to the Stratechery newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your subscription will be cancelled Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Confirm your recent transaction Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Verify your identity to continue Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your package could not be delivered Dear customer, we detected unusual activity on your Adobe account. To avoid suspension, please verify your identity immediately: http://adobe-license-renew.xyz/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in markets Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the Morning Brew newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Chase account. To avoid suspension, please verify your identity immediately: http://chase-secure-login.com/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
Thanks for your order! Thanks for shopping with Home Depot. Your order total was $124.64. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
Thanks for your order! Thanks for shopping with Costco. Your order total was $87.51. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Your package could not be delivered Dear customer, we detected unusual activity on your Facebook account. To avoid suspension, please verify your identity immediately: http://facebook-account-review.net/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your order has shipped Thanks for shopping with Home Depot. Your order total was $88.50. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Your subscription will be cancelled Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Seattle Check-in is now open for your upcoming trip with American Airlines. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
5 things to know about business today Good morning. Here are today's top stories in business. Read the full stories on our site. You are receiving this email because you subscribed to the Stratechery newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Verify your identity to continue Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your itinerary for Seattle Check-in is now open for your upcoming trip with Expedia. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
"Security alert: new device signed in Dear customer, we detected unusual activity on your Dropbox account. To avoid suspension, please verify your identity immediately: http://dropbox-file-shared.co/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your subscription will be cancelled Dear customer, we detected unusual activity on your Venmo account. To avoid suspension, please verify your identity immediately: http://venmo-payment-confirm.net/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Your daily digest: technology Good morning. Here are today's top stories in technology. Read the full stories on our site. You are receiving this email because you subscribed to the Ars Technica newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Your account has been limited Dear customer, we detected unusual activity on your Coinbase account. To avoid suspension, please verify your identity immediately: http://coinbase-wallet-verify.com/update . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in startups Good morning. Here are today's top stories in startups. Read the full stories on our site. You are receiving this email because you subscribed to the The Wall Street Journal newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Reactivate your account now Dear customer, we detected unusual activity on your Coinbase account. To avoid suspension, please verify your identity immediately: http://coinbase-wallet-verify.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Security alert: new device signed in Dear customer, we detected unusual activity on your Steam account. To avoid suspension, please verify your identity immediately: http://steam-community-gift.com/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
"Your package could not be delivered Dear customer, we detected unusual activity on your Adobe account. To avoid suspension, please verify your identity immediately: http://adobe-license-renew.xyz/confirm . Failure to confirm within 24 hours will result in permanent account suspension.",1
This week in science Good morning. Here are today's top stories in science. Read the full stories on our site. You are receiving this email because you subscribed to the Axios newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
"Unusual login attempt detected Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/verify . Failure to confirm within 24 hours will result in permanent account suspension.",1
Markets - top stories today Good morning. Here are today's top stories in markets. Read the full stories on our site. You are receiving this email because you subscribed to the TechCrunch newsletter. Unsubscribe or manage your email preferences at any time. View this email in your browser.,0
Your order has shipped Thanks for shopping with Walgreens. Your order total was $69.29. Track your package for delivery updates in the app or online. We hope you enjoy your purchase!,0
"Verify your identity to continue Dear customer, we detected unusual activity on your UPS account. To avoid suspension, please verify your identity immediately: http://ups-tracking-update.info/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
Check-in now open for your upcoming trip to Seattle Check-in is now open for your upcoming trip with Expedia. Choose your seat and get your boarding pass in the app. Have a great trip to Seattle! Manage your reservation online anytime.,0
"Confirm your recent transaction Dear customer, we detected unusual activity on your Chase account. To avoid suspension, please verify your identity immediately: http://chase-secure-login.com/secure . Failure to confirm within 24 hours will result in permanent account suspension.",1
